"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","LONDON NORTH","CPS-G-020","Senior Crown Prosecutor (Lon)","50519","62590","District Crown Prosecutor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON NORTH","CPS-G-020","Senior Crown Prosecutor (Lon)","50519","62590","Senior Crown Prosecutor","150.13","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON NORTH","CPS-G-020","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","5.80","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON NORTH","CPS-G-020","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","0.62","Government Legal Profession","Unknown"
"Attorney General's Office","Crown Prosecution Service","LONDON NORTH","CPS-G-020","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","9.40","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","LONDON NORTH","CPS-G-020","Senior Crown Prosecutor BAR","50519","62590","Senior Crown Prosecutor","6.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Associate Prosecutor (Lon)","32040","36240","Associate Prosecutor","4.25","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","B1 Solicitor Apprentice (Lon)","26970","30110","Solicitor Apprentice","0.86","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Crown Advocate (Lon)","56460","64670","Crown Advocate","6.83","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Crown Advocate ABP (Lon)","65440","69430","Crown Advocate","6.35","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Crown Prosecutor (Lon)","40000","44660","Crown Prosecutor","15.85","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Crown Prosecutor (Lon)","40000","44660","Legal Trainee","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Crown Prosecutor (Nat)","38000","42630","Crown Prosecutor","0.60","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Legal Trainee AP1 (Lon)","32040","36240","Legal Trainee","2.88","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Legal Manager 1 (London)","63960","71310","District Crown Prosecutor","30.79","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Legal Manager 1 (National)","58040","66990","District Crown Prosecutor","2.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Legal Manager 1 (National)","58040","66990","District Crown Prosecutor","0.80","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Legal Manager 2 (London)","70890","79430","Deputy Chief Crown Prosecutor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Legal Manager 2 (London)","70890","79430","District Crown Prosecutor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Legal Manager 2 (London)","70890","79430","Senior District Crown Prosecutor","6.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level A2 (Lon)","20120","23520","Administrative Officer","20.99","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level A2 (Lon)","20120","23520","Business Centre Administrator","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level A2 (Lon)","20120","23520","Casework Assistant","39.31","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level A2 (Lon)","20120","23520","Victim Liaison Officer","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level A2 (Lon)","20120","23520","Administrative Officer","1.23","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level A2 Apprentice (Lon)","20120","23520","Administrative Officer","17.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level A2 Apprentice (Lon)","20120","23520","Administrative Officer","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 (Lon)","26970","30110","Business Centre Support Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 (Lon)","26970","30110","Business Services Manager","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 (Lon)","26970","30110","Case Progression Manager","11.58","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 (Lon)","26970","30110","Casework Administration Manager","6.50","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 (Lon)","26970","30110","Complaints Co-ordinator","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 (Lon)","26970","30110","Finance Officer","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 (Lon)","26970","30110","HR Officer","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 (Lon)","26970","30110","Business Line Expert","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 (Lon)","26970","30110","Paralegal Officer","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 (Lon)","26970","30110","Project Support Officer","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 (Lon)","26970","30110","Senior Personal Assistant","3.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 (Lon)","26970","30110","Victim Liaison Officer","3.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 Legal Trainee (Lon)","26970","30110","Legal Trainee","14.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 Paralegal Off (Lon)","26970","30110","Paralegal Business Manager","0.88","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B1 Paralegal Off (Lon)","26970","30110","Paralegal Officer","59.12","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 (Lon)","31560","35020","Area Finance Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 (Lon)","31560","35020","Area Performance Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 (Lon)","31560","35020","Court Centre Manager","5.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 (Lon)","31560","35020","Facilities Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 (Lon)","31560","35020","HR Advisor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 (Lon)","31560","35020","HR Advisor","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 (Lon)","31560","35020","HR Advisory Manager","3.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 (Lon)","31560","35020","Paralegal Business Manager","1.86","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 (Lon)","31560","35020","Paralegal Business Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 (Lon)","31560","35020","Business Manager","1.80","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 (Lon)","31560","35020","Business Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 (Lon)","31560","35020","Senior Fees Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 (Lon)","31560","35020","Victim Liaison Manager","1.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B2 Paralegal BM (Lon)","31560","35020","Paralegal Business Manager","10.59","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B3 (Lon)","39750","45530","Area Communication Manager","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B3 (Lon)","39750","45530","HR Business Partner","2.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B3 (Lon)","39750","45530","Inclusion and Community Engagement Manager","3.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B3 (Lon)","39750","45530","Senior Business Manager","2.60","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B3 (Lon)","39750","45530","Senior Project Manager","4.00","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","LONDON SOUTH","CPS-G-019","Level B3 (Nat)","38180","43390","Finance Manager","1.00","Government Legal Profession","Yorkshire and The Humber"
