"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","51870","60550","Senior HR Business Partner","<5","Human Resources Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","51870","60550","Senior HR Business Partner","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","51870","60550","Senior HR Manager","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level E Admin (Lon)","71400","80600","Head of Division","<5","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level E Admin (Lon)","71400","80600","HR Officer","<5","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level E Admin (Nat)","68340","78450","Head of Division","<5","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level E Admin (Nat)","68340","78450","Head of Division","<5","Human Resources Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level E Admin (Nat)","68340","78450","Head of Division","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Senior Crown Prosecutor (Nat)","49050","56450","Legal Development Manager","<5","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Senior Crown Prosecutor (Nat)","49050","56450","Legal Development Manager","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Crown Advocate (Lon)","57590","65640","Crown Advocate","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Crown Advocate (Nat)","52980","60800","Crown Advocate","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Crown Advocate ABP (Nat)","62030","65450","Crown Advocate","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Crown Advocate ABP (Nat)","62030","65450","Crown Advocate","<5","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Legal Manager 1 (London)","65240","72380","Legal Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Legal Manager 1 (National)","59200","68000","Legal Manager","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Legal Manager 1 (National)","59200","68000","Legal Manager","<5","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Legal Manager 1 (National)","59200","68000","Legal Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Legal Manager 2 (National)","68670","78450","Senior District Crown Prosecutor","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level A2 (Lon)","20980","24480","Administrative Officer","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level A2 (Nat)","19560","22870","Accounts Officer","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level A2 (Nat)","19560","22870","Accounts Officer","<5","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level A2 PS (Lon)","20980","24480","Administrative Officer","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Lon)","28200","30560","Business Centre Support Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Lon)","28200","30560","Business Services Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Lon)","28200","30560","Delivery Officer","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Lon)","28200","30560","Project Support Officer","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Lon)","28200","30560","Senior Personal Assistant","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Nat)","26900","28850","Business Centre Support Manager","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Nat)","26900","28850","Business Services Manager","<5","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Nat)","26900","28850","Business Services Manager","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Nat)","26900","28850","Delivery Officer","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Nat)","26900","28850","Delivery Officer","<5","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Nat)","26900","28850","Learning Operations Manager","<5","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Nat)","26900","28850","Performance Officer","<5","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Nat)","26900","28850","Project Support Officer","<5","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Nat)","26900","28850","Project Support Officer","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Nat)","26900","28850","Senior Personal Assistant","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B1 (Nat)","26900","28850","Senior Personal Assistant","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Lon)","32660","35550","Case Auditor","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Lon)","32660","35550","Delivery Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Lon)","32660","35550","Delivery Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Lon)","32660","35550","Delivery Manager","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Lon)","32660","35550","Departmental Security Officer","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Lon)","32660","35550","HR Advisory Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Lon)","32660","35550","Performance Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Lon)","32660","35550","Performance Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Lon)","32660","35550","Projects Delivery Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Nat)","31180","33810","Area Finance Manager","<5","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Nat)","31180","33810","Case Auditor","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Nat)","31180","33810","Delivery Manager","<5","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Nat)","31180","33810","Delivery Manager","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Nat)","31180","33810","Performance Manager","<5","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Nat)","31180","33810","Performance Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Nat)","31180","33810","Performance Manager","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Nat)","31180","33810","Performance Manager","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Nat)","31180","33810","Performance Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 (Nat)","31180","33810","Senior Personal Assistant","<5","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B2 Paralegal BM (Nat)","31180","33810","Delivery Manager","<5","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B3 (Lon)","40540","46200","Area Communications Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B3 (Lon)","40540","46200","Area Finance Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B3 (Lon)","40540","46200","Courts Advisor","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B3 (Lon)","40540","46200","Head of Fees","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B3 (Lon)","40540","46200","Operational Manager","<5","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B3 (Lon)","40540","46200","Operational Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B3 (Lon)","40540","46200","Operational Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B3 (Lon)","40540","46200","Operational Manager","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B3 (Lon)","40540","46200","Performance Manager","<5","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B3 (Lon)","40540","46200","Performance Manager","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B3 (Lon)","40540","46200","Private Secretary","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ OPERATIONS","CPS-S-057","Level B3 (Lon)","40540","46200","Project Manager","<5","Government Legal Profession","South West"
